"annee","libdip1","code_diplome","libdom","libdip2","libdip3","sexe","serieBac","regionEmploi","regionBac","repondant","statutReponse","boursier","etudeN6","etudeN18","etudeN30","poursuiteEtude","situationProN30","situationProN18","situationProN30r","situationProN18r","insertionN30","insertionN18","statutEmploiN30","statutEmploiN18","emploiStableN30","emploiStableN18","emploiPleinN30","emploiPleinN18","niveauEmploiN18","niveauEmploiN30","emploiSupIntN30","emploiSupIntN18","salaireEmploiN30","salaireEmploiN18","typeEmployeur","activiteEcoEmployeur","intituleEmploi"
2014,"LP",2006219,NA,"DEVELOPPEMENT ET PROTECTION DU PATRIMOINE CULTUREL","PATRIMOINE MATERIEL ET IMMATERIEL","Femme","Scientifique","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Boursier","Non","En doctorat (Master) / en Master (LP)","Non",TRUE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,FALSE,"ouvrier ou employé / cat. C","technicien ou agent de maîtrise / cat. B",TRUE,FALSE,1450,700,"Employeurs privés","Commerce, transports, hébergement et restauration","Assistante manager"
2014,"LP",2003767,NA,"AUTOMATIQUE ET INFORMATIQUE INDUSTRIELLE","SYSTEMES AUTOMATISES ET RESEAUX INDUSTRIELS","Homme","Professionel","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDD",TRUE,FALSE,TRUE,TRUE,"technicien ou agent de maîtrise / cat. B","technicien ou agent de maîtrise / cat. B",TRUE,TRUE,1290,1400,"Employeurs privés","Santé humaine et action sociale","Factotum en EHPAD"
2014,"LP",2002800,NA,"INDUSTRIES CHIMIQUES ET PHARMACEUTIQUES","ANALYSE ET CONTROLE","Femme","Scientifique","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDD","CDD",FALSE,FALSE,TRUE,TRUE,"ingénieur ou cadre /cat. A","technicien ou agent de maîtrise / cat. B",TRUE,TRUE,1980,1940,"Employeurs privés","Industries (manufacturières, extractives et autres)","Technicien contrôle qualité"
2014,"LP",2006455,NA,"COMMERCE","TECHNICO-COMMERCIALE","Homme","Scientifique","Étranger","Alpes-Maritimes",TRUE,"téléphone","Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,2500,2500,"Employeurs privés","Commerce, transports, hébergement et restauration","manager en supermarché"
2014,"LP",2002800,NA,"INDUSTRIES CHIMIQUES ET PHARMACEUTIQUES","ANALYSE ET CONTROLE","Femme","Technique ou technologique","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"technicien ou agent de maîtrise / cat. B","technicien ou agent de maîtrise / cat. B",TRUE,TRUE,1400,1400,"Employeurs privés","Activités spécialisées, scientifiques et techniques","Technicien de laboratoire pharmaceutique"
2014,"LP",20130281,NA,"SYSTEMES INFORMATIQUES ET LOGICIELS","DEVELOPPEMENT D'APPLICATIONS MOBILES (DAM)","Homme","Scientifique",NA,"Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Dans une autre formation","En doctorat (Master) / en Master (LP)","En doctorat (Master) / en Master (LP)",TRUE,"En recherche d'emploi",NA,"En recherche d'emploi",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2006106,NA,"ACTIVITES ET TECHNIQUES DE COMMUNICATION","COMMUNICATION EVENEMENTIELLE","Homme","Économique et social",NA,"Alpes-Maritimes",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2006150,NA,"ASSURANCE, BANQUE, FINANCE","BANQUE ASSURANCE FINANCE (ECHANGES ET GESTION)","Femme","Économique et social",NA,"Alpes-Maritimes",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2003565,NA,"RESEAUX ET TELECOMMUNICATIONS","RESEAUX SANS FIL ET SECURITE","Homme","Technique ou technologique","Alpes-Maritimes","Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"technicien ou agent de maîtrise / cat. B","technicien ou agent de maîtrise / cat. B",TRUE,TRUE,1350,1350,"Fonction Publique","Santé humaine et action sociale","Technicien hospitalier"
2014,"Master",2216698,"DROIT, ECONOMIE, GESTION","TOURISME","E-TOURISME","Femme","Économique et social","Hors PACA","PACA hors Alpes-Maritimes",TRUE,"internet","Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"technicien ou agent de maîtrise / cat. B","technicien ou agent de maîtrise / cat. B",TRUE,TRUE,3400,3000,"Employeurs privés","Commerce, transports, hébergement et restauration","responsable communication"
2014,"LP",2006206,NA,"COMMERCE","MANAGEMENT ET COMMERCIALISATION DES BIENS ET SERVICES IMMOBILIERS","Femme","Économique et social",NA,"PACA hors Alpes-Maritimes",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2002565,NA,"BIOTECHNOLOGIES","GENIE BIOLOGIQUE, MICROSCOPIE ET QUALITE","Femme","Scientifique",NA,"PACA hors Alpes-Maritimes",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2006106,NA,"ACTIVITES ET TECHNIQUES DE COMMUNICATION","COMMUNICATION EVENEMENTIELLE","Homme","Économique et social","Hors PACA","Alpes-Maritimes",TRUE,"internet","Boursier","En doctorat (Master) / en Master (LP)","En doctorat (Master) / en Master (LP)","Non",TRUE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","Contrat de professionnalisation",TRUE,FALSE,TRUE,TRUE,"ouvrier ou employé / cat. C","ingénieur ou cadre /cat. A",TRUE,FALSE,1700,900,"Employeurs privés","Arts, spectacles et activités récréatives","Directeur artistique Junior"
2014,"LP",2006249,NA,"GESTION DE  LA PRODUCTION INDUSTRIELLE","MANAGEMENT DE LA LOGISTIQUE DANS L'ENTREPRISE","Homme","Technique ou technologique","Alpes-Maritimes","Alpes-Maritimes",TRUE,"téléphone","Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"technicien ou agent de maîtrise / cat. B","technicien ou agent de maîtrise / cat. B",TRUE,TRUE,1600,1400,"Employeurs privés","Commerce, transports, hébergement et restauration","Agent logistique "
2014,"LP",2006150,NA,"ASSURANCE, BANQUE, FINANCE","BANQUE ASSURANCE FINANCE (ECHANGES ET GESTION)","Femme","Économique et social",NA,"Alpes-Maritimes",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2006150,NA,"ASSURANCE, BANQUE, FINANCE","BANQUE ASSURANCE FINANCE (ECHANGES ET GESTION)","Femme","Économique et social",NA,"Alpes-Maritimes",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2006833,NA,"GENIE CIVIL ET CONSTRUCTION","BATIMENTS A HAUTES PERFORMANCES ENERGETIQUES","Homme","Technique ou technologique",NA,"Alpes-Maritimes",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2005847,NA,"MANAGEMENT DES ORGANISATIONS","ADMINISTRATION GENERALE DES PETITES ET MOYENNES ENTREPRISES/PETITES ET MOYENNES INDUSTRIES","Homme","Économique et social","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDD",TRUE,FALSE,TRUE,TRUE,"ouvrier ou employé / cat. C","ouvrier ou employé / cat. C",FALSE,FALSE,1600,1350,"Employeurs privés","Activités spécialisées, scientifiques et techniques","assistant administratif des ventes"
2014,"LP",2006106,NA,"ACTIVITES ET TECHNIQUES DE COMMUNICATION","COMMUNICATION EVENEMENTIELLE","Femme","Économique et social",NA,"Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En recherche d'emploi","En emploi","En recherche d'emploi","En emploi",FALSE,TRUE,NA,"CDD",NA,FALSE,NA,FALSE,"technicien ou agent de maîtrise / cat. B",NA,NA,TRUE,NA,700,NA,NA,NA
2014,"LP",2002616,NA,"COMMERCE","DISTRIBUTION - MANAGEMENT ET GESTION DE RAYONS (DISTRISUP)","Femme","Technique ou technologique","Alpes-Maritimes","Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"technicien ou agent de maîtrise / cat. B","technicien ou agent de maîtrise / cat. B",TRUE,TRUE,1600,1600,"Employeurs privés","Commerce, transports, hébergement et restauration","MANAGER SERVICE CLIENT"
2014,"Master",2216063,"SCIENCES, TECHNOLOGIES, SANTE","MATHEMATIQUES ET INTERACTIONS","ENSEIGNEMENT","Femme","Scientifique","Hors PACA","Alpes-Maritimes",TRUE,"internet","Non Boursier","Dans une autre formation",NA,"Non",TRUE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"Fonctionnaire","Fonctionnaire",TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,1800,1300,"Fonction Publique","Enseignement","Professeur de Mathématiques"
2014,"Master",2225558,"ARTS, LETTRES, LANGUES","LANGUES ETRANGERES (ALLEMAND, ANGLAIS, ESPAGNOL, ITALIEN)","ETUDES ANGLOPHONES","Homme","Économique et social",NA,"Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En recherche d'emploi","En emploi","En recherche d'emploi","En emploi",FALSE,TRUE,NA,"Fonctionnaire",NA,TRUE,NA,FALSE,"ingénieur ou cadre /cat. A",NA,NA,TRUE,NA,1000,NA,NA,NA
2014,"LP",2005847,NA,"MANAGEMENT DES ORGANISATIONS","ADMINISTRATION GENERALE DES PETITES ET MOYENNES ENTREPRISES/PETITES ET MOYENNES INDUSTRIES","Femme","Économique et social",NA,"Alpes-Maritimes",TRUE,"téléphone","Non Boursier","En doctorat (Master) / en Master (LP)","En doctorat (Master) / en Master (LP)","Non",TRUE,"En recherche d'emploi","Ne recherche pas d'emploi","En recherche d'emploi","Ne recherche pas d'emploi",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2006106,NA,"ACTIVITES ET TECHNIQUES DE COMMUNICATION","COMMUNICATION EVENEMENTIELLE","Femme","Technique ou technologique",NA,"Alpes-Maritimes",TRUE,"internet","Boursier","Non","Non","Non",FALSE,"En recherche d'emploi","En emploi","En recherche d'emploi","En emploi",FALSE,TRUE,NA,"CDD",NA,FALSE,NA,TRUE,"ouvrier ou employé / cat. C",NA,NA,FALSE,NA,1200,NA,NA,NA
2014,"LP",2006106,NA,"ACTIVITES ET TECHNIQUES DE COMMUNICATION","COMMUNICATION EVENEMENTIELLE","Femme","Économique et social","Étranger","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDD","CDD",FALSE,FALSE,TRUE,TRUE,"ouvrier ou employé / cat. C","ouvrier ou employé / cat. C",FALSE,FALSE,1500,1500,"Employeurs privés","Autres activités de service","Vendeuse"
2014,"LP",2003854,NA,"MANAGEMENT DES ORGANISATIONS","COLLABORATEUR EN CABINET D'EXPERTISE COMPTABLE","Femme","Technique ou technologique",NA,"Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi",NA,"En emploi",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2006426,NA,"SYSTEMES INFORMATIQUES ET LOGICIELS","ADMINISTRATION SYSTEME (ADMIN)","Homme","Scientifique","Hors PACA","Alpes-Maritimes",TRUE,"téléphone","Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"technicien ou agent de maîtrise / cat. B","technicien ou agent de maîtrise / cat. B",TRUE,TRUE,1600,1400,"Employeurs privés","Activités spécialisées, scientifiques et techniques","Support techncien"
2014,"LP",2005847,NA,"MANAGEMENT DES ORGANISATIONS","ADMINISTRATION GENERALE DES PETITES ET MOYENNES ENTREPRISES/PETITES ET MOYENNES INDUSTRIES","Femme","Technique ou technologique","PACA hors
Alpes-Maritimes","PACA hors Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En recherche d'emploi","En emploi","En recherche d'emploi",TRUE,FALSE,"CDI",NA,TRUE,NA,TRUE,NA,NA,"ouvrier ou employé / cat. C",FALSE,NA,1330,NA,"Employeurs privés","Agriculture, sylviculture et pêche","Assistante comptable "
2014,"Master",2214690,"DROIT, ECONOMIE, GESTION","DROIT ECONOMIQUE ET DES AFFAIRES","JURISTE DE BANQUE ET FINANCE","Femme","Scientifique",NA,"Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"Ne recherche pas d'emploi","Ne recherche pas d'emploi","Ne recherche pas d'emploi","Ne recherche pas d'emploi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2005847,NA,"MANAGEMENT DES ORGANISATIONS","ADMINISTRATION GENERALE DES PETITES ET MOYENNES ENTREPRISES/PETITES ET MOYENNES INDUSTRIES","Femme","Technique ou technologique","Alpes-Maritimes","Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Dans une autre formation","Non","Non",TRUE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ouvrier ou employé / cat. C","ouvrier ou employé / cat. C",FALSE,FALSE,1249,1249,"Employeurs privés","Activités financières et d’assurance","employée gestion sociale"
2014,"LP",2006150,NA,"ASSURANCE, BANQUE, FINANCE","BANQUE ASSURANCE FINANCE (ECHANGES ET GESTION)","Femme","Économique et social",NA,"Alpes-Maritimes",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2006455,NA,"COMMERCE","TECHNICO-COMMERCIALE","Femme","Technique ou technologique",NA,"Alpes-Maritimes",TRUE,"internet","Boursier","Non","Non","Non",FALSE,"En recherche d'emploi","En recherche d'emploi","En recherche d'emploi","En recherche d'emploi",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2006833,NA,"GENIE CIVIL ET CONSTRUCTION","BATIMENTS A HAUTES PERFORMANCES ENERGETIQUES","Homme","Technique ou technologique","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet",NA,"Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,1590,1590,"Employeurs privés","Construction","Technico commercial "
2014,"LP",2003767,NA,"AUTOMATIQUE ET INFORMATIQUE INDUSTRIELLE","SYSTEMES AUTOMATISES ET RESEAUX INDUSTRIELS","Homme","Scientifique",NA,"Alpes-Maritimes",TRUE,"téléphone","Boursier","Dans une autre formation","Dans une autre formation","Dans une autre formation",TRUE,"En recherche d'emploi",NA,"En recherche d'emploi",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2216682,"DROIT, ECONOMIE, GESTION","ORGANISATION DES FIRMES ET DES MARCHES, CONNAISSANCE ET INNOVATION","ECONOMIE ET MANAGEMENT DES ORGANISATIONS ET DES RESSOURCES HUMAINES","Homme","Scientifique","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,NA,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,1900,NA,"Employeurs privés","Santé humaine et action sociale","Responsable Communication"
2014,"Master",2215949,"SCIENCES HUMAINES ET SOCIALES","GEOGRAPHIE","CLIMAT, RISQUES, ENVIRONNEMENT, SANTE (CRES)","Homme","Scientifique",NA,"Alpes-Maritimes",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2216886,"SCIENCES, TECHNOLOGIES, SANTE","SCIENCES, TECHNOLOGIES, SANTE-INGENIERIE POUR LES SYSTEMES DE SANTE ET L'AUTONOMIE","INGENIERIE DE L'INFORMATION ET DE LA DECISION","Femme","Scientifique","Hors PACA","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,TRUE,2000,2000,"Employeurs privés","Santé humaine et action sociale","Responsable assurance qualité coordonnateur gestion des risques"
2014,"LP",2003610,NA,"SYSTEMES INFORMATIQUES ET LOGICIELS","INFORMATIQUE DISTRIBUEE ET SYSTEME D'INFORMATION D'ENTREPRISE (IDSE)","Homme","Professionel","PACA hors
Alpes-Maritimes","PACA hors Alpes-Maritimes",TRUE,"téléphone","Boursier","Dans une autre formation","Non","Non",TRUE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ouvrier ou employé / cat. C","ouvrier ou employé / cat. C",FALSE,FALSE,1400,1400,"Employeurs privés","Activités spécialisées, scientifiques et techniques","developpeur web"
2014,"Master",2220493,"DROIT, ECONOMIE, GESTION","DROIT PRIVE","DROIT PRIVE FONDAMENTAL ET SCIENCES CRIMINELLES","Femme","Littéraire",NA,"Alpes-Maritimes",TRUE,"internet",NA,NA,NA,"Dans une autre formation",NA,"Ne recherche pas d'emploi",NA,"Ne recherche pas d'emploi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2003767,NA,"AUTOMATIQUE ET INFORMATIQUE INDUSTRIELLE","SYSTEMES AUTOMATISES ET RESEAUX INDUSTRIELS","Homme","Professionel","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,1621,1356,"Employeurs privés","Activités spécialisées, scientifiques et techniques","Chargé de développement  informatique"
2014,"LP",2002616,NA,"COMMERCE","DISTRIBUTION - MANAGEMENT ET GESTION DE RAYONS (DISTRISUP)","Homme","Professionel",NA,"Alpes-Maritimes",TRUE,"internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2006140,NA,"AMENAGEMENT DU TERRITOIRE ET URBANISME","AMENAGEMENT DU TERRITOIRE, DEVELOPPEMENT, URBANISME (GEOMATIQUE ET AMENAGEMENT)","Femme","Scientifique",NA,"Alpes-Maritimes",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Master",2216013,"SCIENCES, TECHNOLOGIES, SANTE","CULTURE SCIENTIFIQUE ET TECHNOLOGIQUE","ENSEIGNEMENT TECHNOLOGIQUE","Femme","Scientifique",NA,"Alpes-Maritimes",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2008426,NA,"HOTELLERIE ET TOURISME","ARTS ET TECHNIQUES DE L'HOTELLERIE DE LUXE","Homme","Technique ou technologique",NA,"Alpes-Maritimes",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2006150,NA,"ASSURANCE, BANQUE, FINANCE","BANQUE ASSURANCE FINANCE (ECHANGES ET GESTION)","Femme","Technique ou technologique","Alpes-Maritimes","Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDD",TRUE,FALSE,TRUE,TRUE,"technicien ou agent de maîtrise / cat. B","technicien ou agent de maîtrise / cat. B",TRUE,TRUE,1500,1200,"Employeurs privés","Activités financières et d’assurance","conseillère particulière moyen haut de gamme"
2014,"LP",2002616,NA,"COMMERCE","DISTRIBUTION - MANAGEMENT ET GESTION DE RAYONS (DISTRISUP)","Homme","Économique et social",NA,"Alpes-Maritimes",TRUE,"internet","Non Boursier","En doctorat (Master) / en Master (LP)","En doctorat (Master) / en Master (LP)","En doctorat (Master) / en Master (LP)",TRUE,"En recherche d'emploi",NA,"En recherche d'emploi",NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Employeurs privés",NA,NA
2014,"LP",2005847,NA,"MANAGEMENT DES ORGANISATIONS","ADMINISTRATION GENERALE DES PETITES ET MOYENNES ENTREPRISES/PETITES ET MOYENNES INDUSTRIES","Homme","Technique ou technologique","Étranger","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"ouvrier ou employé / cat. C","ouvrier ou employé / cat. C",FALSE,FALSE,1800,1800,"Employeurs privés","Commerce, transports, hébergement et restauration","comptable"
2014,"LP",2003767,NA,"AUTOMATIQUE ET INFORMATIQUE INDUSTRIELLE","SYSTEMES AUTOMATISES ET RESEAUX INDUSTRIELS","Homme","Scientifique","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDI","CDI",TRUE,TRUE,TRUE,TRUE,"technicien ou agent de maîtrise / cat. B","technicien ou agent de maîtrise / cat. B",TRUE,TRUE,1400,1400,"Employeurs privés","Industries (manufacturières, extractives et autres)","Technicien"
2014,"LP",2003322,NA,"RESEAUX ET TELECOMMUNICATIONS","INTEGRATION-ADMINISTRATION DES RESEAUX INFORMATIQUES","Homme","Technique ou technologique","Hors PACA","Alpes-Maritimes",TRUE,"internet","Non Boursier","En doctorat (Master) / en Master (LP)","En doctorat (Master) / en Master (LP)","Non",TRUE,"En emploi","En emploi","En emploi","En études",TRUE,NA,"CDI","Contrat d’apprentissage",TRUE,NA,TRUE,NA,"ingénieur ou cadre /cat. A","ingénieur ou cadre /cat. A",TRUE,NA,2400,1580,"Employeurs privés","Information et communication","Expert système et stockage"
2014,"LP",2006150,NA,"ASSURANCE, BANQUE, FINANCE","BANQUE ASSURANCE FINANCE (ECHANGES ET GESTION)","Femme","Équivalent ou étranger",NA,NA,TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi",NA,"En emploi",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2006426,NA,"SYSTEMES INFORMATIQUES ET LOGICIELS","ADMINISTRATION SYSTEME (ADMIN)","Homme","Technique ou technologique","Hors PACA","Alpes-Maritimes",TRUE,"téléphone","Non Boursier","Non","Non","Non",FALSE,"En emploi","En recherche d'emploi","En emploi","En recherche d'emploi",TRUE,FALSE,"CDI",NA,TRUE,NA,TRUE,NA,NA,"technicien ou agent de maîtrise / cat. B",TRUE,NA,1850,NA,"Employeurs privés","Activités spécialisées, scientifiques et techniques","Technicien système de réseau"
2014,"LP",2003610,NA,"SYSTEMES INFORMATIQUES ET LOGICIELS","INFORMATIQUE DISTRIBUEE ET SYSTEME D'INFORMATION D'ENTREPRISE (IDSE)","Homme","Technique ou technologique",NA,"PACA hors Alpes-Maritimes",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2006106,NA,"ACTIVITES ET TECHNIQUES DE COMMUNICATION","COMMUNICATION EVENEMENTIELLE","Homme","Économique et social","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDD","CDI",FALSE,TRUE,FALSE,FALSE,NA,"ouvrier ou employé / cat. C",FALSE,NA,1152,650,"Employeurs privés",NA,"Attaché Commercial"
2014,"LP",2006833,NA,"GENIE CIVIL ET CONSTRUCTION","BATIMENTS A HAUTES PERFORMANCES ENERGETIQUES","Homme","Technique ou technologique",NA,"Alpes-Maritimes",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"LP",2005847,NA,"MANAGEMENT DES ORGANISATIONS","ADMINISTRATION GENERALE DES PETITES ET MOYENNES ENTREPRISES/PETITES ET MOYENNES INDUSTRIES","Femme","Technique ou technologique","Hors PACA","Alpes-Maritimes",TRUE,"internet","Non Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDD","Intérimaire",FALSE,FALSE,TRUE,TRUE,"ouvrier ou employé / cat. C","ouvrier ou employé / cat. C",FALSE,FALSE,1400,1400,"Employeurs privés","Autres activités de service","conseiller technique"
2014,"LP",2005138,NA,"HOTELLERIE ET TOURISME","MANAGEMENT ET INNOVATIONS TOURISTIQUES","Femme","Littéraire","Alpes-Maritimes","Alpes-Maritimes",TRUE,"internet","Boursier","Non","Non","Non",FALSE,"En emploi","En emploi","En emploi","En emploi",TRUE,TRUE,"CDD","Volontariat international",FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,1174,NA,NA,"Autres activités de service","Conseillère en séjour"
